max_depth,mean_cv,aucroc
0.01,0.8135474060227639,0.8353896644352755
0.02,0.8112161801722373,0.8333708664431313
0.03,0.8147042585642745,0.8316248583963287
0.04,0.8156126564722417,0.8281138362674254
0.05,0.8166007779894342,0.8263038651831597
0.06,0.8144125196992797,0.8249489503987761
0.07,0.8132125411384304,0.8237865343132524
0.1,0.8111798450994196,0.8167230164045379
0.2,0.8017877669375185,0.804773945960769
0.3,0.7552125184577089,0.7552350741773118
0.5,0.5,0.5
