max_depth,mean_cv,aucroc
1,0.8120838638711712,0.8132591283723358
2,0.8182462171424465,0.8213691973953764
3,0.8222465715852838,0.8284639130687893
4,0.8203143563524617,0.8348501586383477
5,0.822254283241735,0.8479626030892361
6,0.8227063839921671,0.8678666463413122
