max_depth,mean_cv,aucroc
10,0.8198114860277499,0.8266619101505247
20,0.8214019609454992,0.8276326330621675
50,0.8222465715852838,0.8284639130687893
100,0.822792799390015,0.8288902752626893
200,0.8227047899563413,0.8293767470367238
