max_depth,mean_cv,aucroc
10,0.7458740728496854,0.6184782901656852
20,0.7462763740493752,0.6218431857093425
50,0.7380281669271158,0.6300232700926559
100,0.7311214773322122,0.6362325831892859
200,0.7276905082175016,0.6445369578996506
