max_depth,mean_cv,aucroc
1,0.7552125184577089,0.7552350741773118
2,0.7991573598188697,0.805135691988845
3,0.8122878301841316,0.8196391039096307
4,0.8141001044752312,0.8274456206415384
5,0.8135474060227639,0.8353896644352755
6,0.808128535944572,0.8423766574710548
