max_depth,mean_cv,aucroc
1,0.8170455694269867,0.8309940017126767
2,0.7311214773322122,0.6362325831892859
3,0.7563450092811268,0.8798613922284432
4,0.7379001802380966,0.9713205458637837
5,0.7037784058276344,0.9977767946018854
6,0.7097139838245069,1.0
